school,DBN,district,lat,long,address,City,zip,commSchool,eni,income,pctELL,pctAsian,pctBlack,pctHispanic,pctBlackHispanic,pctWhite,pctAttend,pctAbsentChronic,pctRigor,ratingRigor,pctCollab,ratingCollab,pctSupp,ratingSupp,pctLeader,ratingLeader,pctCommunity,ratingCommunity,pctTrust,ratingTrust,Student Achievement Rating,avgELA,avgMath,elaAll,elaAll4,elaBlack,elaHispanic,elaAsian,elaWhite,mathAll,mathAll4,mathBlack,mathHispanic,mathAsian,mathWhite,enroll,registered,took,regPct,tookPct,yield,academicScore,quantRigor,quantCollab,quantSupp,quantLeader,quantCommunity,quantTrust,pctELA4,pctELABlack,pctELAHispanic,pctELAAsian,pctELAWhite,pctMath4,pctMathBlack,pctMathHispanic,pctMathAsian,pctMathWhite,URM4
INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL,84M478,6,40.869008,-73.920884,"108 COOPERS ST NEW YORK, NY 10034",NEW YORK,10034,No,0.764,NA,0.14,0,0.06,0.93,0.98,0.01,0.94,0.13,0.84,Approaching Target,0.86,Meeting Target,0.84,Meeting Target,0.83,Meeting Target,0.82,Meeting Target,0.91,Meeting Target,Meeting Target,2.31,2.43,128,9,0,8,0,0,128,8,0,8,0,0,NA,NA,NA,NA,NA,NA,4.74,2,3,3,3,3,3,0.0703125,0,0.8888888888888888,0,0,1,0,1,0,0,16
DEMOCRACY PREP HARLEM CHARTER SCHOOL,84M481,5,40.814412,-73.945122,"207 W 133RD ST NEW YORK, NY 10030",NEW YORK,10030,No,0.746,NA,0.06,0.01,0.64,0.33,0.97,0.01,0.94,0.17,0.86,Meeting Target,0.89,Meeting Target,0.78,Meeting Target,0.83,Meeting Target,0.85,Approaching Target,0.89,Meeting Target,Meeting Target,2.37,2.74,100,2,0,2,0,0,74,3,1,0,0,0,112,11.125,8,9.93303571428571e-4,7.14285714285714e-4,0.7191011235955056,5.11,3,3,3,3,2,3,0.02,0,1,0,0,1,0.3333333333333333,0,0,0,3
SUCCESS ACADEMY CHARTER SCHOOL - HARLEM 5,84M482,5,40.820192,-73.944457,"301 W 140TH ST-3RD FL NEW YORK, NY 10030",NEW YORK,10030,No,0.789,33764.8,0.06,0.01,0.66,0.29,0.95,0.01,0,1,0.93,N/A,0.99,N/A,0.98,N/A,0.9,N/A,0.93,N/A,0.96,N/A,Meeting Target,3.14,3.92,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7.0600000000000005,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NEW YORK FRENCH AMERICAN CHARTER SCHOOL,84M483,3,40.807539,-73.954227,"311 W 120TH ST NEW YORK, NY 10027",NEW YORK,10027,No,0.609,42931.1,0.16,0.01,0.65,0.14,0.79,0.13,0.95,0.09,0.94,Exceeding Target,0.81,Meeting Target,0.94,Exceeding Target,0.74,Approaching Target,0.85,Meeting Target,0.84,Approaching Target,Meeting Target,2.44,2.62,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.0600000000000005,4,3,4,2,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,84M518,4,40.790378,-73.942991,"2050 2ND AVE NEW YORK, NY 10026",NEW YORK,10026,No,0.822,29637.26,0.09,0.01,0.29,0.64,0.93,0.02,0.93,0.26,0.93,Exceeding Target,0.9,Meeting Target,0.93,Exceeding Target,0.81,Meeting Target,0.89,Meeting Target,0.87,Meeting Target,N/A,2.43,3.02,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.45,4,3,4,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
SUCCESS ACADEMY CHARTER SCHOOL - UPPER WEST,84M523,3,40.785954,-73.974072,"145 W 84TH ST-2ND FL NEW YORK, NY 10024",NEW YORK,10024,No,0.369,79244.11,0.02,0.09,0.16,0.32,0.48,0.39,0,1,0.97,Exceeding Target,0.94,Exceeding Target,0.99,Exceeding Target,0.85,Exceeding Target,0.98,Exceeding Target,0.97,Exceeding Target,N/A,3.53,4.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7.73,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
SISULU-WALKER CHARTER SCHOOL OF HARLEM,84M702,3,40.802102,-73.951358,"125 W 115TH ST NEW YORK, NY 10026",NEW YORK,10026,No,0.815,35365.51,0.02,0.01,0.77,0.16,0.92,0.01,0.93,0.27,0.9,Meeting Target,0.9,Meeting Target,0.92,Meeting Target,0.88,Meeting Target,0.89,Meeting Target,0.96,Exceeding Target,Meeting Target,2.43,2.79,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.220000000000001,3,3,3,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
HARBOR SCIENCE AND ARTS CHARTER SCHOOL,84M704,4,40.795537,-73.944526,"132-142 E 111TH ST NEW YORK, NY 10029",NEW YORK,10029,No,0.741,30585.6,0.03,0.03,0.56,0.38,0.93,0.01,0.87,0.3,0.93,Meeting Target,0.96,Exceeding Target,0.88,Meeting Target,0.9,Exceeding Target,0.88,Meeting Target,0.96,Exceeding Target,Exceeding Target,2.91,2.94,27,4,4,0,0,0,27,3,2,0,0,0,NA,NA,NA,NA,NA,NA,5.85,3,4,3,4,3,4,0.14814814814814814,1,0,0,0,1,0.6666666666666666,0,0,0,6
AMBER CHARTER SCHOOL,84M705,4,40.790929,-73.943909,"220 E 106TH ST NEW YORK, NY 10029",NEW YORK,10029,No,0.756,32951.28,0.05,0.01,0.34,0.64,0.98,0.01,0.94,0.15,0.94,Exceeding Target,0.95,Exceeding Target,0.98,Exceeding Target,0.89,Exceeding Target,0.83,Approaching Target,0.97,Exceeding Target,Meeting Target,2.69,2.97,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.66,4,4,4,4,2,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
HARLEM PREP CHARTER SCHOOL,84M708,4,40.801377,-73.935082,"240 E 123RD ST-1ST FL NEW YORK, NY 10035",NEW YORK,10035,No,0.815,28953.15,0.07,0,0.58,0.39,0.97,0.01,0.96,0.11,0.9,Meeting Target,0.91,Meeting Target,0.81,Meeting Target,0.86,Meeting Target,0.86,Meeting Target,0.88,Meeting Target,Approaching Target,2.47,2.69,89,5,4,1,0,0,90,7,4,2,0,0,NA,NA,NA,NA,NA,NA,5.16,3,3,3,3,3,3,0.056179775280898875,0.8,0.2,0,0,1,0.5714285714285714,0.2857142857142857,0,0,11
HARLEM VILLAGE ACADEMY CHARTER SCHOOL,84M709,5,40.806558,-73.944012,"35 W 124TH ST NEW YORK, NY 10027",NEW YORK,10027,No,0.708,NA,0.04,0,0.8,0.18,0.98,0.01,0.96,0.11,0.8,Approaching Target,0.89,Meeting Target,0.8,Meeting Target,0.86,Meeting Target,0.83,Approaching Target,0.92,Meeting Target,Meeting Target,2.31,2.66,52,2,1,1,0,0,52,8,6,2,0,0,57.142857142857146,11.428571428571429,8.571428571428571,0.002,0.0015,0.75,4.970000000000001,2,3,3,3,2,3,0.038461538461538464,0.5,0.5,0,0,1,0.75,0.25,0,0,10
KIPP STAR COLLEGE PREP CHARTER SCHOOL,84M726,5,40.810854,-73.956339,"433 W 123RD ST-4TH FL NEW YORK, NY 10027",NEW YORK,10027,No,0.746,NA,0.04,0.01,0.56,0.41,0.97,0.01,0.95,0.14,0.87,Meeting Target,0.9,Meeting Target,0.8,Meeting Target,0.9,Meeting Target,0.88,Meeting Target,0.92,Meeting Target,Exceeding Target,2.54,2.78,84,11,0,7,0,0,84,23,0,15,0,0,73,73,24,0.01,0.00328767123287671,0.3287671232876712,5.32,3,3,3,3,3,3,0.13095238095238096,0,0.6363636363636364,0,0,1,0,0.6521739130434783,0,0,22
FUTURE LEADERS INSTITUTE CHARTER SCHOOL,84M861,3,40.806174,-73.948335,"134 W 122ND ST NEW YORK, NY 10027",NEW YORK,10027,No,0.742,35020.21,0.07,0.01,0.84,0.15,0.98,0.01,0.92,0.26,0.93,Meeting Target,0.9,Meeting Target,0.86,Approaching Target,0.84,Meeting Target,0.89,Meeting Target,0.91,Meeting Target,Meeting Target,2.43,2.62,33,4,0,0,0,0,33,3,0,0,0,0,NA,NA,NA,NA,NA,NA,5.050000000000001,3,3,2,3,3,3,0.12121212121212122,0,0,0,0,1,0,0,0,0,0
CENTRAL QUEENS ACADEMY CHARTER SCHOOL,84Q083,24,40.737333,-73.866404,"55-30 JUNCTION BLVD ELMHURST, NY 11373",ELMHURST,11373,No,0.688,NA,0.07,0.19,0.1,0.67,0.77,0.03,0.97,0.04,0.88,Meeting Target,0.77,Approaching Target,0.82,Meeting Target,0.73,Approaching Target,0.77,Approaching Target,0.87,Meeting Target,Exceeding Target,2.86,3.21,94,23,4,10,8,0,93,14,2,7,4,0,NA,NA,NA,NA,NA,NA,6.07,3,2,3,2,2,3,0.24468085106382978,0.17391304347826086,0.43478260869565216,0.34782608695652173,0,1,0.14285714285714285,0.5,0.2857142857142857,0,23
PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,84Q170,27,40.600739,-73.752014,"611 BEACH 19TH ST FAR ROCKAWAY, NY 11691",FAR ROCKAWAY,11691,No,0.67,42756.06,0.05,0.03,0.68,0.23,0.92,0.04,0.95,0.16,0.9,Meeting Target,0.89,Meeting Target,0.93,Meeting Target,0.78,Meeting Target,0.93,Exceeding Target,0.91,Meeting Target,Approaching Target,2.53,2.6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.13,3,3,3,3,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
MIDDLE VILLAGE PREP CHARTER SCHOOL,84Q298,24,40.712244,-73.887868,"6802 METROPOLITAN AVE MIDDLE VILLAGE, NY 11379",MIDDLE VILLAGE,11379,No,0.436,NA,0.01,0.05,0.02,0.56,0.58,0.36,0.96,0.07,0.97,Exceeding Target,0.97,Exceeding Target,0.87,Meeting Target,0.97,Exceeding Target,0.84,Meeting Target,0.96,Exceeding Target,Exceeding Target,2.82,3.15,108,18,0,6,0,11,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.97,4,4,3,4,3,4,0.16666666666666666,0,0.3333333333333333,0,0.6111111111111112,NaN,NaN,NaN,NaN,NaN,6
VOICE CHARTER SCHOOL OF NEW YORK,84Q304,30,40.760397,-73.939713,"36-24 12TH ST LONG ISLAND CITY, NY 11106",LONG ISLAND CITY,11106,No,0.597,48346.04,0.17,0.16,0.11,0.59,0.7,0.1,0.96,0.08,0.85,Approaching Target,0.89,Meeting Target,0.77,Approaching Target,0.87,Meeting Target,0.83,Approaching Target,0.91,Meeting Target,Meeting Target,2.73,3.23,31,6,0,3,1,0,31,4,0,2,1,0,NA,NA,NA,NA,NA,NA,5.96,2,3,2,3,2,3,0.1935483870967742,0,0.5,0.16666666666666666,0,1,0,0.5,0.25,0,5
GROWING UP GREEN CHARTER SCHOOL,84Q321,30,40.753116,-73.935701,"39-27 28TH ST LONG ISLAND CITY, NY 11101",LONG ISLAND CITY,11101,No,0.507,49432.69,0.09,0.15,0.12,0.36,0.48,0.32,1,0,0.81,Approaching Target,0.85,Meeting Target,0.89,Meeting Target,0.83,Meeting Target,0.9,Exceeding Target,0.93,Exceeding Target,Meeting Target,2.67,2.99,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.66,2,3,3,3,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
CHALLENGE PREPARATORY CHARTER SCHOOL,84Q340,27,40.600208,-73.763868,"710 HARTMAN LANE FAR ROCKAWAY, NY 11691",FAR ROCKAWAY,11691,No,0.701,44037.44,0.04,0.02,0.8,0.14,0.94,0.03,0.94,0.17,0.78,Not Meeting Target,0.74,Approaching Target,0.85,Meeting Target,0.58,Not Meeting Target,0.86,Meeting Target,0.78,Approaching Target,Meeting Target,2.66,3.05,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.71,1,2,3,1,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
RIVERTON STREET CHARTER SCHOOL,84Q341,29,40.689348,-73.763541,"118-34 RIVERTON ST SAINT ALBANS, NY 11412",SAINT ALBANS,11412,No,0.407,70521,0.01,0,0.92,0.07,0.98,0,0.97,0.03,0.91,Meeting Target,0.83,Meeting Target,0.82,Meeting Target,0.69,Approaching Target,0.99,Exceeding Target,0.84,Approaching Target,Approaching Target,2.71,2.93,56,7,7,0,0,0,56,5,5,0,0,0,NA,NA,NA,NA,NA,NA,5.640000000000001,3,3,3,2,4,2,0.125,1,0,0,0,1,1,0,0,0,12
ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL,84Q342,28,40.679744,-73.77818,"122-05 SMITH ST JAMAICA, NY 11434",JAMAICA,11434,No,0.485,55532.82,0,0.01,0.91,0.03,0.94,0.01,0.95,0.12,0.92,Meeting Target,0.9,Meeting Target,0.92,Exceeding Target,0.83,Meeting Target,0.85,Meeting Target,0.91,Meeting Target,Approaching Target,2.36,2.58,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.9399999999999995,3,3,4,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
ACADEMY OF THE CITY CHARTER SCHOOL,84Q359,30,40.75721,-73.902515,"31-29 60TH ST WOODSIDE, NY 11377",WOODSIDE,11377,No,0.58,46230.6,0.1,0.21,0.12,0.51,0.63,0.14,0.95,0.22,0.91,Meeting Target,0.93,Exceeding Target,0.96,Exceeding Target,0.88,Exceeding Target,0.91,Exceeding Target,0.96,Exceeding Target,N/A,2.45,2.88,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.33,3,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,84Q704,29,40.67619,-73.75304,"136-25 218TH ST SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,No,0.439,66715.85,0.03,0.04,0.89,0.05,0.94,0,0.95,0.1,0.94,Exceeding Target,0.94,Exceeding Target,0.88,Meeting Target,0.88,Exceeding Target,0.9,Meeting Target,0.97,Exceeding Target,Approaching Target,2.35,2.48,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.83,4,4,3,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
RENAISSANCE CHARTER SCHOOL,84Q705,30,40.749951,-73.885164,"35-59 81ST ST JACKSON HEIGHTS, NY 11372",JACKSON HEIGHTS,11372,No,0.513,52130.6,0.05,0.18,0.08,0.58,0.67,0.14,0.96,0.03,0.89,Meeting Target,0.88,Meeting Target,0.81,Meeting Target,0.81,Meeting Target,0.86,Meeting Target,0.87,Meeting Target,Meeting Target,2.65,2.92,49,4,0,2,1,1,43,8,0,5,2,0,NA,NA,NA,NA,NA,NA,5.57,3,3,3,3,3,3,0.08163265306122448,0,0.5,0.25,0.25,1,0,0.625,0.25,0,7
OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,84Q706,30,40.755778,-73.924144,"36-12 35TH AVE ASTORIA, NY 11106",ASTORIA,11106,No,0.481,52413.09,0.07,0.17,0.07,0.44,0.5,0.3,0.95,0.1,0.84,Approaching Target,0.88,Meeting Target,0.86,Meeting Target,0.83,Meeting Target,0.89,Exceeding Target,0.89,Meeting Target,Meeting Target,2.8,3.02,71,13,0,5,4,4,55,2,1,0,1,0,NA,NA,NA,NA,NA,NA,5.82,2,3,3,3,4,3,0.18309859154929578,0,0.38461538461538464,0.3076923076923077,0.3076923076923077,1,0.5,0,0.5,0,6
JOHN W. LAVELLE PREPARATORY CHARTER SCHOOL,84R067,31,40.605428,-74.179723,"1 CORPORATE COMMONS-1 TELEPORT DR STATEN ISLAND, NY 10311",STATEN ISLAND,10311,No,0.544,NA,0.02,0.05,0.4,0.38,0.78,0.15,0.94,0.15,0.88,Meeting Target,0.94,Exceeding Target,0.81,Meeting Target,0.92,Exceeding Target,0.78,Meeting Target,0.93,Meeting Target,Meeting Target,2.38,2.53,117,7,3,2,0,1,83,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.91,3,4,3,4,3,3,0.05982905982905983,0.42857142857142855,0.2857142857142857,0,0.14285714285714285,NaN,NaN,NaN,NaN,NaN,5
STATEN ISLAND COMMUNITY CHARTER SCHOOL,84R071,31,40.630238,-74.081143,"309 ST PAULS AVE STATEN ISLAND, NY 10304",STATEN ISLAND,10304,No,0.749,48091.89,0.04,0.02,0.54,0.37,0.91,0.05,0.95,0.14,0.89,Meeting Target,0.91,Meeting Target,0.86,Meeting Target,0.81,Meeting Target,0.87,Meeting Target,0.96,Exceeding Target,Approaching Target,2.36,2.43,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.79,3,3,3,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NEW WORLD PREPARATORY CHARTER SCHOOL,84R073,31,40.639517,-74.137071,"26 SHAPE AVE STATEN ISLAND, NY 10302",STATEN ISLAND,10302,No,0.73,NA,0.11,0.02,0.35,0.59,0.94,0.03,0.95,0.14,0.91,Meeting Target,0.94,Exceeding Target,0.82,Meeting Target,0.91,Exceeding Target,0.83,Meeting Target,0.93,Meeting Target,Exceeding Target,2.45,2.73,117,13,6,4,0,0,116,12,6,3,0,0,NA,NA,NA,NA,NA,NA,5.18,3,4,3,4,3,3,0.1111111111111111,0.46153846153846156,0.3076923076923077,0,0,1,0.5,0.25,0,0,19
CHILDREN'S AID COLLEGE PREP CHARTER SCHOOL,84X124,12,40.850073,-73.850702,"1734 WILLIAMSBRIDGE RD BRONX, NY 10457",BRONX,10457,No,0.859,27037.25,0.08,0.01,0.43,0.51,0.94,0.02,0.95,0.14,0.83,N/A,0.86,N/A,0.96,N/A,0.84,N/A,0.82,N/A,0.91,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
ICAHN CHARTER SCHOOL 6,84X133,9,40.837913,-73.868495,"1776 MANSION ST BRONX, NY 10457",BRONX,10457,No,0.832,26107.07,0.03,0,0.58,0.4,0.98,0.01,0.94,0.18,0.98,Exceeding Target,0.95,Exceeding Target,0.96,Exceeding Target,0.91,Exceeding Target,0.88,Meeting Target,0.99,Exceeding Target,N/A,2.88,3.28,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.16,4,4,4,4,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
GRAND CONCOURSE CHARTER SCHOOL,84X165,8,40.825693,-73.838405,"925 HUTCHINSON PARKWAY BRONX, NY 10465",BRONX,10465,No,0.847,25916.69,0.18,0.03,0.4,0.54,0.94,0.02,0.95,0.15,0.98,Exceeding Target,0.91,Meeting Target,0.98,Exceeding Target,0.85,Meeting Target,0.88,Meeting Target,0.94,Exceeding Target,Exceeding Target,2.83,3.07,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.9,4,3,4,3,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
MOTT HALL CHARTER SCHOOL,84X177,9,40.830895,-73.902386,"1260 FRANKLIN AVE BRONX, NY 10456",BRONX,10456,No,0.814,NA,0.1,0,0.4,0.58,0.98,0,0.94,0.2,0.82,Approaching Target,0.81,Approaching Target,0.82,Meeting Target,0.76,Approaching Target,0.74,Approaching Target,0.85,Approaching Target,Approaching Target,2.23,2.39,52,1,1,0,0,0,53,1,1,0,0,0,NA,NA,NA,NA,NA,NA,4.62,2,2,3,2,2,2,0.019230769230769232,1,0,0,0,1,1,0,0,0,2
BRONX LIGHTHOUSE CHARTER SCHOOL,84X185,12,40.823187,-73.897385,"1001 INTERVALE AVE BRONX, NY 10459",BRONX,10459,No,0.748,28271.22,0.08,0.01,0.35,0.62,0.97,0,0.95,0.14,0.82,Approaching Target,0.86,Meeting Target,0.79,Meeting Target,0.85,Meeting Target,0.77,Not Meeting Target,0.86,Approaching Target,Approaching Target,2.33,2.54,65,5,0,4,0,0,65,1,0,1,0,0,NA,NA,NA,NA,NA,NA,4.87,2,3,3,3,1,2,0.07692307692307693,0,0.8,0,0,1,0,1,0,0,5
FAMILY LIFE ACADEMY CHARTER SCHOOL II,84X233,7,40.811498,-73.925102,"296 E 140TH ST BRONX, NY 10454",BRONX,10454,No,0.855,26385.67,0.12,0.01,0.27,0.72,0.99,0,0.91,0.33,0.97,N/A,0.96,N/A,1,N/A,0.84,N/A,0.89,N/A,0.98,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
BRONX CHARTER SCHOOL FOR EXCELLENCE,84X255,11,40.834056,-73.858543,"1960 BENEDICT AVE BRONX, NY 10462",BRONX,10462,No,0.566,43325,0.08,0.21,0.44,0.34,0.78,0,0.97,0.04,0.95,Exceeding Target,0.96,Exceeding Target,0.91,Exceeding Target,0.92,Exceeding Target,0.86,Meeting Target,0.94,Exceeding Target,Exceeding Target,2.97,3.25,52,11,4,4,3,0,52,11,3,3,5,0,NA,NA,NA,NA,NA,NA,6.220000000000001,4,4,4,4,3,4,0.21153846153846154,0.36363636363636365,0.36363636363636365,0.2727272727272727,0,1,0.2727272727272727,0.2727272727272727,0.45454545454545453,0,14
HEKETI COMMUNITY CHARTER SCHOOL,84X256,7,40.809304,-73.909769,"403 CONCORD AVE BRONX, NY 10454",BRONX,10454,No,0.848,25982.42,0.25,0,0.29,0.69,0.98,0.01,0.92,0.25,0.91,N/A,0.95,N/A,1,N/A,0.93,N/A,0.91,N/A,0.99,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
TECH INTERNATIONAL CHARTER SCHOOL,84X258,10,40.880836,-73.907086,"3120 CORLEAR AVE BRONX, NY 10463",BRONX,10463,No,0.748,NA,0.12,0.02,0.19,0.76,0.95,0.03,0.93,0.26,0.82,Approaching Target,0.79,Approaching Target,0.8,Approaching Target,0.71,Approaching Target,0.79,Approaching Target,0.8,Not Meeting Target,Approaching Target,2.27,2.26,90,0,0,0,0,0,91,1,1,0,0,0,NA,NA,NA,NA,NA,NA,4.529999999999999,2,2,2,2,2,1,0,NaN,NaN,NaN,NaN,1,1,0,0,0,1
SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTURES AND THE ARTS,84X309,7,40.807564,-73.929369,"164 BRUCKNER BLVD BRONX, NY 10454",BRONX,10454,No,0.849,24842.22,0.34,0,0.16,0.82,0.98,0.01,0.92,0.29,0.97,Exceeding Target,0.89,Meeting Target,0.97,Meeting Target,0.81,Meeting Target,0.85,Meeting Target,0.9,Meeting Target,Approaching Target,2.53,2.45,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.98,4,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
HYDE LEADERSHIP CHARTER SCHOOL,84X345,8,40.815594,-73.885238,"730 BRYANT AVE BRONX, NY 10474",BRONX,10474,No,0.779,27967.11,0.08,0,0.34,0.65,0.98,0.01,0.95,0.09,0.82,Approaching Target,0.84,Meeting Target,0.84,Meeting Target,0.81,Meeting Target,0.88,Meeting Target,0.9,Meeting Target,Meeting Target,2.41,2.53,77,5,2,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4.9399999999999995,2,3,3,3,3,3,0.06493506493506493,0.4,0.6,0,0,NaN,NaN,NaN,NaN,NaN,5
SOUTH BRONX CLASSICAL CHARTER SCHOOL,84X346,12,40.822084,-73.894038,"977 FOX ST BRONX, NY 10459",BRONX,10459,No,0.756,26028.95,0.1,0.01,0.4,0.57,0.97,0.01,0.96,0.03,0.87,Meeting Target,0.84,Meeting Target,0.77,Approaching Target,0.86,Meeting Target,0.85,Meeting Target,0.88,Meeting Target,Exceeding Target,3.24,3.47,21,3,1,2,0,0,21,5,3,2,0,0,NA,NA,NA,NA,NA,NA,6.710000000000001,3,3,2,3,3,3,0.14285714285714285,0.3333333333333333,0.6666666666666666,0,0,1,0.6,0.4,0,0,8
ICAHN CHARTER SCHOOL 7,84X362,8,40.822513,-73.877255,"1535 STORY AVE BRONX, NY 10473",BRONX,10473,No,0.647,41943.27,0.02,0.05,0.48,0.43,0.91,0.03,0.95,0.1,0.99,N/A,0.98,N/A,1,N/A,0.93,N/A,0.84,N/A,0.94,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
SOUTH BRONX CLASSICAL CHARTER SCHOOL II,84X364,7,40.808255,-73.925748,"333 E 135TH ST BRONX, NY 10454",BRONX,10454,No,NA,28552.64,0.06,0,0.45,0.52,0.97,0.02,NA,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
ICAHN CHARTER SCHOOL 2,84X378,11,40.845031,-73.857976,"1640 BRONXDALE AVE BRONX, NY 10462",BRONX,10462,No,0.593,41991.37,0.08,0.05,0.29,0.62,0.91,0.02,0.94,0.19,0.99,Exceeding Target,0.97,Exceeding Target,0.97,N/A,0.92,Exceeding Target,0.76,Not Meeting Target,0.96,Exceeding Target,Meeting Target,2.99,3.36,34,14,2,9,0,0,34,14,2,8,0,0,NA,NA,NA,NA,NA,NA,6.35,4,4,0,4,1,4,0.4117647058823529,0.14285714285714285,0.6428571428571429,0,0,1,0.14285714285714285,0.5714285714285714,0,0,21
SUCCESS ACADEMY CHARTER SCHOOL - BRONX 3,84X380,8,40.827748,-73.913773,"1000 TELLER AVE BRONX, NY 10469",BRONX,10469,No,NA,26999.15,0.05,0.01,0.51,0.45,0.96,0.01,NA,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
BRILLA COLLEGE PREP CHARTER SCHOOL,84X387,7,40.812806,-73.919302,"413 E 144TH ST BRONX, NY 10454",BRONX,10454,No,NA,25720.46,0.21,0,0.26,0.71,0.97,0.01,NA,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,N/A,N/A,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
